x1,x2,pdf
8775.509766,3.861839,0.000000
8816.326172,3.861839,0.000000
8857.142578,3.861839,0.000000
8897.958984,3.861839,0.000000
8938.775391,3.861839,0.000000
8979.591797,3.861839,0.000000
7020.408203,4.561496,0.000000
7061.224609,4.561496,0.000000
7102.041016,4.561496,0.000000
7142.857422,4.561496,0.000000
7183.673340,4.561496,0.000000
7224.489746,4.561496,0.000000
7265.306152,4.561496,0.000000
7306.122559,4.561496,0.000000
7346.938965,4.561496,0.000000
7387.754883,4.561496,0.000000
7428.571289,4.561496,0.000000
7469.387695,4.561496,0.000000
7510.204102,4.561496,0.000000
7551.020508,4.561496,0.000000
7591.836914,4.561496,0.000000
7632.653320,4.561496,0.000000
7673.469238,4.561496,0.000000
7714.285645,4.561496,0.000000
7755.102051,4.561496,0.000000
7795.918457,4.561496,0.000000
7836.734863,4.561496,0.000000
7877.550781,4.561496,0.000000
7918.367188,4.561496,0.000000
7959.183594,4.561496,0.000000
8000.000000,4.561496,0.000000
8040.816406,4.561496,0.000000
8081.632812,4.561496,0.000000
8122.449219,4.561496,0.000000
8163.265137,4.561496,0.000000
8204.082031,4.561496,0.000000
8244.898438,4.561496,0.000000
8285.713867,4.561496,0.000000
8326.530273,4.561496,0.000000
8367.346680,4.561496,0.000000
8408.163086,4.561496,0.000000
8448.979492,4.561496,0.000000
8489.795898,4.561496,0.000000
8530.612305,4.561496,0.000000
8571.428711,4.561496,0.000000
8612.245117,4.561496,0.000000
8653.061523,4.561496,0.000000
8693.877930,4.561496,0.000000
8734.693359,4.561496,0.000000
8775.509766,4.561496,0.000000
8816.326172,4.561496,0.000000
8857.142578,4.561496,0.000000
8897.958984,4.561496,0.000000
8938.775391,4.561496,0.000000
8979.591797,4.561496,0.000000
7020.408203,5.261152,0.000000
7061.224609,5.261152,0.000000
7102.041016,5.261152,0.000000
7142.857422,5.261152,0.000000
7183.673340,5.261152,0.000000
7224.489746,5.261152,0.000000
7265.306152,5.261152,0.000000
7306.122559,5.261152,0.000000
7346.938965,5.261152,0.000000
7387.754883,5.261152,0.000000
7428.571289,5.261152,0.000000
7469.387695,5.261152,0.000000
7510.204102,5.261152,0.000000
7551.020508,5.261152,0.000000
7591.836914,5.261152,0.000000
7632.653320,5.261152,0.000000
7673.469238,5.261152,0.000000
7714.285645,5.261152,0.000000
7755.102051,5.261152,0.000000
7795.918457,5.261152,0.000000
7836.734863,5.261152,0.000000
7877.550781,5.261152,0.000000
7918.367188,5.261152,0.000000
7959.183594,5.261152,0.000000
8000.000000,5.261152,0.000000
8040.816406,5.261152,0.000000
8081.632812,5.261152,0.000000
8122.449219,5.261152,0.000000
8163.265137,5.261152,0.000000
8204.082031,5.261152,0.000000
8244.898438,5.261152,0.000000
8285.713867,5.261152,0.000000
8326.530273,5.261152,0.000000
8367.346680,5.261152,0.000000
8408.163086,5.261152,0.000000
8448.979492,5.261152,0.000000
8489.795898,5.261152,0.000000
8530.612305,5.261152,0.000000
8571.428711,5.261152,0.000000
8612.245117,5.261152,0.000000
8653.061523,5.261152,0.000000
8693.877930,5.261152,0.000000
8734.693359,5.261152,0.000000
8775.509766,5.261152,0.000000
8816.326172,5.261152,0.000000
8857.142578,5.261152,0.000000
8897.958984,5.261152,0.000000
8938.775391,5.261152,0.000000
8979.591797,5.261152,0.000000
7020.408203,5.960810,0.000000
7061.224609,5.960810,0.000000
7102.041016,5.960810,0.000000
7142.857422,5.960810,0.000000
7183.673340,5.960810,0.000000
7224.489746,5.960810,0.000000
7265.306152,5.960810,0.000000
